MatchID;MMR;radiant_win;radiant_pick;dire_pick
4957283414;5406;True;71,16,22,8,39;21,27,70,36,104
4957297018;4900;False;100,76,95,20,31;102,25,101,32,104
4957302805;7619;True;85,86,14,53,32;84,68,74,114,54
4957305600;5203;False;23,38,95,46,26;83,21,76,8,78
4957319712;6703;True;37,104,106,8,110;71,58,62,105,70
4957321008;5370;True;109,27,75,9,29;8,120,25,83,28
4957322918;4785;False;28,79,26,44,25;11,72,50,91,129
4957327508;5927;False;50,21,1,86,23;52,10,26,84,18
4957327600;5821;False;41,121,28,31,75;19,50,74,87,89
4957333214;5175;True;95,87,32,52,14;93,7,110,10,96
4957334512;5881;False;61,129,70,5,19;74,40,84,93,78
4957345108;5382;False;2,25,93,75,37;109,4,14,57,26
4957352302;6153;False;33,18,31,129,22;121,74,8,86,84
4957354904;5316;False;5,13,84,101,70;89,21,74,11,20
4957355301;5261;False;44,99,64,34,26;102,129,21,5,56
4957356700;5749;True;67,16,34,25,121;107,129,73,84,95
4957358803;6748;True;22,19,120,101,93;7,21,109,112,17
4957371507;6101;False;120,83,60,36,93;50,62,74,66,77
4957374700;4750;True;26,91,72,102,76;42,71,121,11,55
4957375101;5540;True;10,93,52,84,7;19,1,106,111,74
4957378208;5921;True;21,87,93,96,43;10,114,31,36,25
4957378805;5705;True;68,93,105,19,74;16,72,83,61,91
4957379915;5620;False;46,25,93,129,121;75,74,111,41,104
4957383304;5801;True;14,87,129,82,93;28,41,98,5,99
4957388404;4582;False;1,20,17,100,84;85,60,5,101,104
4957388519;6947;True;70,86,22,129,25;2,5,74,21,54
4957400400;5928;False;74,54,86,5,16;110,97,9,44,19
4957400501;6204;True;3,25,106,2,44;114,30,76,86,16
4957401618;6224;True;25,73,3,98,90;114,7,64,60,89
4957406111;6710;True;83,81,73,105,38;39,89,40,101,36
4957406607;4757;True;41,25,14,66,74;93,105,53,114,19
4957407812;6360;True;104,48,71,64,110;16,33,76,5,21
4957421706;5371;False;7,4,3,62,61;64,109,104,101,25
4957421716;4564;True;91,86,25,14,72;3,120,35,89,74
4957425907;6273;False;68,19,96,10,42;80,74,30,17,54
4957426116;5813;True;13,107,27,21,54;5,74,86,93,14
4957431600;3846;False;93,101,65,26,58;57,9,73,61,129
4957431708;5988;False;34,99,114,86,5;61,26,44,120,2
4957433609;5307;True;96,62,93,20,61;18,32,52,70,3
4957435610;4819;False;39,2,110,32,76;91,40,11,72,19
4957436811;5551;False;93,91,74,114,2;8,27,86,46,104
4957439806;5303;True;77,110,30,74,70;34,21,8,62,3
4957447805;5567;False;13,84,79,93,25;1,37,60,52,101
4957451603;6763;True;67,57,64,48,46;22,104,54,25,30
4957451712;5175;True;3,92,129,107,44;21,121,54,45,31
4957455004;5418;True;35,86,129,3,6;82,54,14,104,64
4957457612;5782;True;7,58,23,1,5;129,73,75,112,54
4957467208;4769;True;88,21,76,2,93;111,28,8,73,74
4957472907;6311;False;104,74,112,41,107;114,11,16,79,7
4957473214;5334;False;58,64,51,54,11;65,121,39,93,9
4957473813;5703;True;21,73,3,62,113;110,76,105,67,71
4957480514;6888;True;73,64,120,25,96;93,121,107,76,21
4957481104;5169;True;57,4,23,86,70;110,50,19,93,15
4957481311;5371;False;113,129,15,5,25;104,54,84,13,45
4957482308;6254;False;58,68,34,101,93;39,72,2,3,91
4957482310;5222;True;74,93,16,121,86;96,106,91,84,48
4957484807;5027;False;76,31,119,19,41;120,93,26,113,65
4957488403;7765;True;27,50,71,12,61;79,74,95,85,16
4957490701;5390;True;107,1,3,105,129;23,68,93,7,16
4957492305;5692;False;40,31,76,73,104;99,27,93,113,25
4957496605;5270;True;30,85,14,99,4;27,93,17,33,101
4957499003;6252;True;46,74,3,57,8;39,93,5,21,81
4957501009;5127;False;4,19,26,21,111;112,11,58,105,42
4957503602;5431;True;41,98,26,32,105;46,27,71,104,8
4957504803;5229;True;66,21,78,106,25;4,64,65,58,95
4957506108;4947;False;74,27,31,106,38;120,5,95,121,59
4957506419;5255;False;112,33,75,109,120;17,9,106,86,16
4957506507;5758;True;17,121,19,87,18;72,91,79,16,106
4957519519;6613;True;17,62,19,30,73;25,109,102,75,76
4957521009;5457;False;114,16,93,84,19;74,37,83,1,42
4957522000;5430;True;76,105,5,10,129;8,33,91,14,46
4957523418;4527;True;92,53,64,38,42;105,18,50,61,28
4957523605;4724;True;95,121,120,70,13;96,110,112,41,106
4957531200;4715;True;58,36,100,79,46;25,104,93,19,121
4957531916;7476;True;97,44,36,111,101;8,96,121,19,73
4957532319;5836;True;37,106,93,16,101;31,32,107,11,1
4957536313;5779;True;10,104,19,14,86;129,79,21,93,30
4957541505;5149;False;100,87,63,58,39;86,101,38,89,102
4957552402;5724;True;119,38,101,89,64;83,109,19,74,58
4957557110;5578;True;14,12,25,66,114;74,56,93,5,129
4957561311;5117;False;67,19,76,129,31;73,84,114,21,75
4957562111;7476;False;106,3,91,72,50;85,76,86,129,4
4957565314;6815;False;76,120,101,91,114;16,121,4,13,86
4957566800;6605;True;19,11,5,58,89;99,45,32,25,3
4957572710;4619;False;57,70,59,26,86;100,39,129,54,83
4957573506;6580;False;120,34,39,5,70;48,82,95,58,83
4957575208;5241;True;101,104,26,36,8;29,7,70,46,27
4957576705;6048;True;25,110,71,31,14;54,101,75,61,98
4957582402;5541;True;95,30,60,114,85;36,93,53,23,112
4957583714;4785;True;7,104,93,26,34;37,82,8,56,74
4957583717;5343;True;98,39,87,19,93;91,7,76,84,54
4957585900;5583;False;19,93,39,2,119;65,23,26,73,120
4957589912;5623;True;71,25,54,16,112;91,72,64,53,39
4957591103;4149;True;73,129,30,10,101;70,54,40,120,19
4957592513;6265;True;91,68,104,23,114;7,5,73,25,11
4957593106;5135;True;121,13,72,5,2;70,53,105,46,25
4957594311;4945;True;121,17,73,120,83;21,41,98,30,51
4957604510;5724;True;58,83,26,93,73;41,64,66,120,39
4957611215;4986;False;49,95,84,27,98;37,93,86,113,33
4957612717;5734;False;34,42,87,2,19;7,68,9,76,18
4957423713;5013;False;42,59,99,121,119;64,76,129,37,93
4957444901;5420;True;86,93,34,7,14;84,31,112,56,25
4957378700;4708;True;19,41,13,111,74;106,120,94,37,119
4957277813;4055;False;39,42,121,37,129;72,58,83,15,91
4957279117;4658;True;88,33,95,74,79;17,32,93,19,30
4957279903;5305;True;93,27,98,47,31;78,72,86,83,73
4957465618;4417;False;54,3,2,25,59;72,52,91,23,34
4957285013;4653;True;34,5,41,19,14;21,100,36,93,84
4957286117;4851;True;19,14,65,39,41;91,106,104,25,93
4957292918;4498;False;8,57,96,86,82;101,50,48,84,104
4957490306;5282;False;9,58,27,15,45;5,25,62,129,95
4957297817;4838;False;77,110,7,37,17;106,62,121,70,79
4957299711;4760;True;106,107,58,61,37;63,9,21,84,31
4957299912;5277;True;89,100,2,3,92;5,60,52,95,86
4957427519;3955;True;120,76,37,44,84;121,42,21,69,66
4957471214;5564;True;76,37,48,62,21;84,93,5,99,71
4957388708;6422;True;121,70,98,73,71;96,62,76,14,9
4957389215;5075;True;72,101,45,91,52;54,104,21,112,40
4957323119;5443;True;56,32,76,84,19;7,96,106,11,27
4957397203;4984;False;7,86,26,2,70;62,121,51,73,23
4957398307;5065;False;99,106,67,72,53;4,7,76,75,16
4957329801;5075;True;7,21,68,63,104;3,2,74,18,110
4957331412;5745;True;33,8,104,74,102;64,88,48,49,58
4957399105;5232;False;42,31,86,23,97;129,14,7,56,40
4957453803;5238;True;8,14,79,105,21;27,70,58,17,51
4957432004;5385;True;68,100,113,60,106;17,129,110,1,84
4957348902;5439;True;86,58,107,2,93;59,37,110,120,63
4957349708;5106;False;7,39,99,86,8;37,70,62,129,120
4957474608;6320;False;53,10,7,12,37;84,61,54,86,14
4957433905;4390;False;120,1,34,101,121;73,40,51,111,4
4957457204;5652;False;19,42,80,111,70;83,56,121,98,41
4957407709;4481;False;111,34,8,27,2;88,81,105,120,37
4957476715;5045;False;31,17,110,25,93;11,83,37,8,19
4957367202;5201;True;60,74,95,26,32;83,21,84,28,10
4957370004;4761;False;54,7,37,71,34;2,74,93,111,61
4957410214;5024;True;86,93,120,65,9;8,38,31,74,7
4957418610;5318;False;22,14,111,52,6;7,5,17,54,9
4957272500;5195;True;21,52,5,76,98;49,112,69,105,70
4957376801;4498;False;20,4,11,33,120;38,41,19,121,74
4957278009;4497;True;21,7,61,30,42;41,22,14,2,31
4957394208;4028;True;53,73,19,27,93;18,83,5,114,21
4957350808;3896;False;129,50,112,11,113;1,104,68,114,27
4957324317;4996;True;72,28,76,5,14;93,86,74,83,104
4957325216;4728;False;22,41,53,7,5;101,42,62,84,34
4957359718;5488;True;7,14,12,43,37;121,95,39,28,112
4957277103;5034;False;2,70,89,13,22;95,19,104,74,26
4957284303;4891;True;112,5,106,28,42;46,68,120,19,114
4957287815;4070;True;129,74,26,91,114;37,41,33,2,19
4957289702;5265;False;75,111,94,62,29;83,106,79,36,119
4957291610;5056;True;14,64,41,92,62;21,37,100,93,30
4957292305;4918;False;101,61,99,26,54;27,100,98,14,9
4957298519;6310;True;19,110,74,101,93;111,83,46,104,41
4957303409;5111;False;106,7,109,40,52;8,59,86,5,92
4957305718;4266;True;42,76,86,91,16;7,60,54,68,74
4957318517;4967;True;93,86,42,45,5;106,79,18,25,36
4957334510;4927;True;20,77,52,38,27;73,19,62,111,23
4957334519;5163;False;92,86,14,45,15;98,30,18,113,103
4957339604;5845;False;81,5,98,84,48;121,106,74,14,93
4957271508;4955;True;25,111,76,104,42;114,68,71,61,14
4957367903;4652;True;8,4,31,57,86;71,60,76,26,114
4957375813;5033;True;106,45,75,71,14;93,76,119,50,16
4957385209;4591;True;114,26,71,1,113;44,27,31,17,104
4957400603;5487;False;15,101,91,25,99;3,1,86,36,84
4957401200;5084;False;100,93,23,120,121;22,14,64,52,1
4957380116;5307;False;50,102,73,93,75;5,114,12,19,98
4957380718;5146;True;18,11,14,121,107;21,120,68,36,114
4957381416;4936;True;25,83,104,1,37;93,3,99,19,77
4957349314;4728;False;57,34,27,73,19;14,25,70,9,5
4957287319;4154;False;36,93,53,5,21;4,37,23,129,86
4957346501;5031;False;84,48,73,54,14;3,42,16,100,74
4957388411;4752;False;114,27,86,16,11;26,104,62,8,22
4957341201;4439;True;109,119,73,31,21;64,93,16,114,60
4957334908;4813;False;104,105,56,78,86;61,22,42,37,83
4957388910;4235;True;37,41,84,34,112;93,86,92,62,45
4957315912;5101;True;61,71,2,41,84;62,91,119,102,76
4957390610;4104;False;3,42,113,25,84;60,121,89,21,27
4957275905;4533;True;93,68,17,110,105;8,5,119,97,65
4957308518;4946;False;96,54,52,21,25;78,68,39,84,63
4957398016;4694;True;16,93,114,27,88;76,71,49,18,25
4957298216;4921;False;7,27,18,28,99;14,87,89,22,64
4957398808;5278;True;100,41,36,27,73;21,71,81,17,83
4957398809;5121;False;1,13,51,110,2;11,70,62,28,66
4957295012;4110;True;34,97,10,71,3;36,106,100,48,96
4957372819;3564;True;121,101,58,41,39;10,19,36,26,104
4957354906;4985;False;119,129,101,42,76;86,121,96,106,12
4957352116;5174;True;41,7,46,3,26;28,74,5,93,100
4957380114;4577;False;26,74,121,2,15;31,99,77,114,91
4957318110;4290;True;18,69,9,79,17;7,121,39,22,10
4957325010;5093;False;104,88,25,42,64;83,86,7,4,17
4957298217;4065;True;71,87,93,55,17;54,76,19,3,96
4957294211;4252;True;7,37,54,96,22;112,60,93,39,11
4957295015;4000;True;71,120,93,25,26;41,73,47,20,53
4957297814;4553;True;34,129,62,70,84;52,14,98,37,12
4957270603;4394;False;120,58,25,14,54;73,129,100,50,69
4957286211;4659;True;14,73,54,84,96;65,26,93,82,60
4957285401;4040;True;28,54,62,5,4;26,93,10,119,104
4957301906;4710;False;14,59,44,98,85;62,42,16,5,106
4957285210;4796;False;67,119,34,129,103;32,96,92,75,40
4957304016;4531;True;30,2,19,1,86;84,114,89,7,66
4957305409;4302;True;120,76,100,114,31;93,107,16,79,17
4957340312;5094;True;121,5,75,99,49;84,110,12,23,9
4957313219;5257;False;64,13,14,78,70;31,46,98,19,93
4957280711;4907;False;8,61,9,26,120;86,101,54,76,7
4957276608;4391;True;120,31,100,44,25;81,109,84,38,36
4957274702;5561;False;25,29,62,14,86;68,129,121,44,9
4957331007;4678;True;68,10,112,14,11;27,83,78,76,93
4957289404;4733;False;72,25,111,9,129;110,27,36,57,15
4957340901;5194;True;11,71,59,38,37;46,19,121,5,93
4957301314;4947;True;66,2,23,74,56;36,114,95,14,26
4957300611;5062;True;67,25,62,49,14;120,76,41,99,30
4957281118;4746;False;62,11,34,14,26;92,129,48,20,84
4957280819;5076;True;81,22,5,15,62;28,94,71,76,50
4957292410;5590;True;27,28,47,66,8;75,5,25,2,41
4957336901;4567;False;29,41,113,101,27;75,120,34,89,31
4957287205;5623;False;1,64,119,21,34;63,30,129,25,20
4957288317;5043;True;100,120,21,75,93;114,1,121,38,31
4957293402;4778;True;101,93,68,26,98;53,111,13,7,81
4957290119;4354;True;29,88,76,12,30;111,93,101,36,69
4957307518;5014;False;16,46,119,42,50;34,120,41,90,83
4957311706;4598;False;101,70,96,111,11;129,113,5,93,31
4957336919;4486;False;23,16,56,50,102;84,25,60,10,121
4957292712;4809;True;61,26,7,62,106;27,99,114,75,8
4957295306;4524;True;84,114,21,22,25;12,69,5,19,106
4957327804;4509;True;19,21,84,110,70;8,71,59,129,27
4957329504;4517;True;21,80,18,27,5;56,37,71,70,96
4957292915;4767;False;5,1,73,120,62;50,98,30,21,4
4957287812;4536;True;84,19,58,35,73;8,14,21,68,114
4957315701;4101;True;56,41,51,73,87;106,22,18,84,21
4957301317;4854;False;72,34,9,6,90;114,51,105,56,30
4957274303;4511;True;106,110,27,121,12;84,42,21,113,5
4957334107;5232;False;39,23,26,129,106;93,87,120,21,83
4957319418;4321;True;75,14,82,72,101;71,61,106,27,99
4957282206;5249;True;129,12,25,14,39;74,54,5,51,84
4957301815;4329;False;21,41,59,30,87;64,54,11,7,5
4957321118;4637;False;5,84,9,47,67;93,60,73,19,86
4957270819;5586;False;114,35,9,84,7;101,51,26,58,44
4957272712;4890;True;19,23,54,25,56;5,26,120,59,8
4957308002;4939;True;78,14,42,121,22;36,33,55,71,98
4957282410;4134;True;37,22,42,14,35;25,74,38,41,75
4957432313;4749;False;129,80,121,32,63;21,4,26,16,83
4957418117;4472;False;25,21,114,79,72;63,107,14,75,12
4957424111;5473;True;14,106,54,21,5;19,39,2,44,121
4957426010;5149;False;14,16,31,93,76;8,19,129,26,22
4957286009;4888;True;50,22,39,18,46;7,2,93,73,30
4957285215;4631;False;100,8,76,101,121;111,88,44,58,7
4957274800;4502;False;121,98,71,26,42;74,41,105,114,14
4957291809;4838;False;50,93,56,30,2;102,74,9,14,68
4957279113;4523;False;41,101,87,5,16;89,75,34,65,37
4957288105;4180;True;121,22,104,1,35;3,9,71,54,56
4957289514;4538;False;37,104,21,106,93;14,13,27,10,51
4957290712;4486;True;28,100,48,75,21;26,56,25,60,6
4957292807;4917;True;7,39,23,44,26;106,104,73,120,74
4957293506;4712;True;9,77,93,37,88;107,14,56,74,75
4957295513;5234;True;83,27,21,74,106;39,5,22,81,53
4957302710;4022;False;20,11,22,14,1;120,100,87,46,70
4957298518;4282;True;5,41,9,120,25;28,14,68,93,86
4957282805;4470;True;110,106,77,36,7;64,60,8,84,9
4957282018;5254;True;71,45,42,39,111;18,84,25,48,11
4957301604;4239;True;39,1,105,23,119;86,29,4,76,56
4957291217;4557;True;9,129,8,17,88;106,7,87,45,1
4957290916;4073;True;20,111,22,107,67;68,34,1,119,62
4957300104;4271;True;18,21,11,50,14;101,71,16,56,112
4957294112;4583;True;95,45,47,107,18;70,23,101,7,27
4957286408;4536;False;110,26,1,19,102;67,42,40,27,14
4957296618;4008;True;114,26,93,91,76;112,9,104,74,95
4957289808;4590;True;2,6,39,19,84;90,114,57,26,21
4957297701;4938;False;1,69,86,27,17;2,114,76,21,32
4957284114;4051;True;68,77,8,29,102;9,25,120,75,6
4957273704;4517;True;93,121,34,96,26;14,112,114,22,9
4957298013;4365;True;32,25,113,79,99;27,54,110,7,26
4957278614;4441;True;120,119,14,106,70;79,21,42,2,25
4957271509;3817;True;89,17,27,105,47;101,93,8,41,106
4957271319;4233;True;26,56,8,100,97;41,120,74,110,87
4957299317;None;True;71,93,26,8,87;100,14,119,42,10
4957271006;4495;True;41,49,62,114,5;93,7,23,87,26
4957289113;4330;False;83,23,68,106,1;5,42,74,55,102
4957300102;4278;True;70,11,121,21,129;100,75,5,40,14
4957282315;4203;True;43,73,2,27,100;26,129,70,30,25
4957288515;4222;False;25,70,101,17,47;56,129,14,93,64
4957277314;4620;True;106,2,50,8,75;52,23,49,27,56
4957276300;3956;True;129,110,1,79,11;87,8,14,13,75
4957293316;4051;True;44,14,68,6,2;70,61,84,83,111
4957277519;4528;False;12,90,19,84,129;69,17,14,8,5
4957290411;3951;True;21,19,121,75,7;89,14,76,86,16
4957282108;5015;False;106,81,87,7,98;5,29,14,56,114
4957408218;4756;True;96,25,34,86,93;2,120,89,32,27
4957357217;5534;False;97,74,42,101,25;20,7,89,105,56
4957374815;4946;False;73,121,106,19,14;110,21,37,26,54
4957361110;5125;True;89,20,70,6,79;53,8,106,97,85
4957365817;4868;False;110,18,108,82,3;85,98,114,9,101
4957343608;4842;False;120,93,92,7,68;27,65,107,74,41
4957343316;5131;True;129,41,7,74,119;5,48,21,11,37
4957374802;4780;True;7,100,121,93,76;86,39,71,95,57
4957359515;4777;False;57,5,53,99,114;21,120,50,102,93
4957348819;4761;False;61,27,71,110,89;41,104,74,112,25
4957359810;5529;True;42,52,37,77,33;95,87,53,19,5
4957273310;4331;False;5,110,86,73,93;54,14,87,104,39
4957273402;4420;False;42,10,52,74,99;6,9,14,21,36
4957273702;4523;True;7,64,86,35,120;40,14,34,45,15
4957283915;4803;False;19,28,49,8,27;110,46,42,120,68
4957285104;4106;True;68,23,43,4,60;26,101,39,49,48
4957277400;4474;True;88,84,50,38,61;5,19,105,8,23
4957277602;4175;False;84,21,59,102,14;25,2,93,50,22
4957280913;4488;False;89,28,5,101,14;74,83,63,95,23
4957279216;4563;True;88,11,120,14,32;106,21,71,84,42
4957271601;4008;False;23,70,62,69,119;102,81,68,129,61
4957280008;3729;True;70,37,121,21,49;25,26,63,91,41
4957282900;None;False;7,5,84,10,21;74,86,31,93,2
4957276213;4414;True;9,58,32,3,121;69,44,26,75,14
4957275307;4185;False;86,93,110,33,25;75,27,8,32,21
4957270211;4515;True;7,75,25,5,42;8,64,74,98,87
4957277304;4234;True;75,47,120,63,42;21,50,7,59,93
4957272115;4332;True;129,26,55,11,8;34,6,79,91,56
4957281802;3821;False;120,23,70,25,27;41,102,106,5,108
4957273306;3903;False;73,20,71,18,31;107,75,55,109,74
4957281516;4638;True;108,1,71,106,64;70,119,40,82,14
4957270314;2928;True;99,110,112,34,83;70,7,21,73,121
4957285108;4452;False;14,5,42,17,101;84,18,77,79,25
4957270913;3779;False;27,93,74,21,71;114,3,99,4,25
4957277616;3645;True;31,56,16,88,19;99,79,10,22,14
4957271709;4230;False;14,84,27,23,8;40,25,121,93,69
4957274604;3548;True;74,18,65,86,8;25,26,11,9,93
4957271416;4172;True;50,19,8,22,39;14,76,1,30,23
4957272104;4323;False;101,74,42,54,21;6,79,14,11,30
4957277007;4607;False;2,26,11,62,4;70,73,120,79,25
4957285306;3946;True;121,90,41,69,26;73,93,50,51,80
4957270208;3821;False;37,14,61,1,34;108,74,101,17,106
4957270405;4285;True;84,129,81,98,14;25,2,5,18,26
4957271506;3110;False;21,3,30,129,54;9,96,106,110,43
4957271706;4323;True;55,22,7,9,8;93,84,11,45,16
4957271915;3313;False;86,101,22,120,44;102,14,26,54,20
4957271918;3351;False;93,7,64,17,53;104,5,14,79,44
4957272113;4149;False;61,27,56,68,120;100,5,32,21,74
4957272901;3504;False;34,88,121,129,93;114,29,9,4,5
4957274306;3887;True;6,9,37,113,23;53,102,19,106,48
4957274508;4210;True;55,21,1,86,71;106,14,8,69,26
4957274704;4338;True;68,21,67,7,106;120,10,64,84,26
4957275012;4163;True;39,120,121,15,50;21,102,59,40,17
4957278411;3920;False;56,101,14,68,110;64,108,97,76,10
4957278715;4416;False;120,41,111,101,22;59,99,14,93,26
4957279116;3652;True;14,64,8,71,61;27,7,70,106,84
4957279513;3947;True;114,29,14,111,17;84,107,101,93,55
4957280007;3884;False;60,84,57,67,98;102,19,14,7,36
4957280915;3718;False;18,42,43,50,7;2,26,64,8,114
4957281003;3893;False;74,36,8,16,3;87,19,129,1,34
4957283516;4664;True;26,110,15,51,120;23,16,54,86,7
4957283810;4483;True;8,74,96,112,23;29,14,17,93,120
4957284517;4002;True;18,14,110,37,21;81,20,114,32,35
4957285008;3776;True;37,54,28,106,84;107,27,85,75,8
4957269701;4062;True;64,34,104,89,14;85,120,90,1,21
4957273019;3824;True;17,67,55,84,75;71,16,25,44,48
4957278613;4290;False;83,77,52,14,11;36,37,39,75,81
4957276607;4081;False;99,114,120,112,121;93,106,7,100,50
4957275100;3674;False;27,101,11,18,120;81,23,64,71,56
4957282406;3801;True;18,36,79,100,89;39,16,30,106,87
4957278705;4070;True;49,51,73,84,56;48,74,7,119,14
4957273300;3534;False;25,104,121,61,8;75,2,106,3,67
4957279015;4249;True;74,99,93,7,86;26,21,70,34,14
4957277100;3950;False;19,41,121,113,84;1,74,5,50,108
4957281818;4071;True;26,23,107,21,56;79,14,99,13,1
4957273016;1879;False;81,91,55,72,17;44,47,32,26,94
4957276201;4212;True;18,44,9,101,69;86,104,39,32,105
4957275109;4383;True;11,23,102,75,8;22,37,44,7,36
4957272904;3783;False;73,25,84,59,28;54,34,119,51,2
4957273219;3733;True;88,14,21,8,36;86,48,26,120,74
4957276610;4100;False;17,50,113,120,87;8,5,108,121,114
4957277811;4045;False;2,73,75,21,14;114,30,93,7,16
4957279300;3279;False;4,38,26,73,53;93,112,23,62,21
4957278611;4328;False;7,10,99,86,21;103,70,89,22,2
4957276215;3735;False;55,101,31,54,23;61,86,50,63,96
4957270007;4415;False;93,21,129,25,71;50,49,7,95,47
4957273103;3974;True;30,70,58,14,22;17,57,75,63,18
4957280305;3982;True;109,99,86,40,106;11,64,26,67,69
4957275500;3948;True;26,73,35,7,28;56,41,107,27,52
4957278004;2967;False;6,50,96,21,26;73,110,104,76,31
4957322313;3960;False;23,4,7,26,29;86,37,114,19,93
4957304018;4360;False;56,71,7,47,26;21,106,120,89,84
4957314502;4675;True;39,48,91,61,27;104,100,7,34,8
4957326214;4414;False;86,36,14,28,21;9,87,98,6,25
4957322915;5372;True;21,93,97,5,120;104,86,31,73,42
4957314117;5032;False;27,97,52,86,23;54,121,114,79,74
4957306013;4092;False;28,50,120,42,74;82,2,68,1,37
4957318810;4496;True;87,76,54,84,108;91,16,121,70,25
4957319114;4641;True;8,98,75,5,61;42,31,23,108,37
4957310219;5111;False;16,35,107,5,93;2,75,100,8,76
4957308805;5212;False;78,50,7,44,22;74,73,26,14,104
4957320612;4859;False;16,62,14,114,13;70,106,111,36,30
4957270118;3929;True;121,27,2,46,93;14,29,26,101,9
4957270008;4163;True;54,21,14,129,75;62,93,59,96,30
4957276206;3280;False;74,120,57,14,49;88,6,46,68,30
4957274912;3662;True;119,16,39,93,86;69,26,9,1,36
4957278508;3664;True;73,84,63,109,19;114,94,99,9,7
4957277605;4166;True;56,21,14,102,6;42,97,19,61,68
4957273816;3775;True;54,74,84,41,21;47,65,22,5,12
4957270111;2954;True;7,65,84,68,16;75,106,54,50,34
4957270005;3466;False;25,30,28,65,114;106,64,74,112,21
4957269906;3421;True;74,47,48,63,75;10,14,13,40,42
4957269903;2962;True;1,34,25,104,64;17,95,68,105,42
4957270115;2643;False;2,30,49,45,84;72,50,36,22,14
4957269909;3457;False;17,100,60,18,121;14,62,22,29,6
4957269703;4156;True;23,69,44,119,3;27,42,11,9,50
4957270116;3868;True;54,34,1,20,92;27,74,93,120,26
4957269912;None;True;9,27,21,33,18;94,8,86,111,104
4957270009;2094;True;30,26,54,104,11;110,67,101,14,87
4957270113;None;False;98,9,3,57,114;14,67,23,88,8
4957269704;2276;True;84,26,14,106,1;39,72,55,87,5
4957270011;3034;False;42,18,8,25,9;21,37,1,56,19
4957269900;2710;True;112,104,11,21,114;76,30,79,41,40
4957270004;1415;True;63,5,69,32,90;76,107,71,22,108
4957269700;1186;True;28,72,26,17,50;93,22,99,14,62
4957269803;None;False;49,88,30,61,105;99,108,62,6,72
4957270019;None;False;41,91,50,44,56;42,23,58,22,71
4957274105;3892;True;14,25,114,41,79;20,76,73,63,84
4957276200;3445;False;4,86,98,64,58;106,26,18,121,14
4957270704;3594;True;93,102,2,74,83;112,14,120,70,86
4957273105;3867;False;73,27,72,86,129;23,121,10,26,60
4957277707;4187;False;129,105,81,74,5;21,113,34,71,53
4957276101;4263;False;88,76,8,53,121;18,23,5,80,84
4957361709;5045;False;119,121,109,14,84;96,3,8,83,76
